id,degree,name
1762,94,ERISHKIGEL II/HOLLY 
1766,94,ESON [CELESTIAL]
2831,94,"KLEINSTOCK, HARLAN"
2832,94,"KLEINSTOCK, SVEN"
3553,94,"MCCABE, LINDSAY"
3801,94,"MOWAT, FARLEY"
3837,94,MULTIPLE MAN DOPPELG
4747,94,ROSE IV/JACOB JAKE C
5297,94,SPEEDBALL DOPPELGANG
107,93,AMPHIBIUS
771,93,BULLSEYE II/BENJAMIN
2627,93,IN-BETWEENER
4752,93,"ROSEN, WALTER"
6225,93,"WHITMAN, DEBRA"
212,92,ARKON
524,92,BLACK KNIGHT V DOPPE
1337,92,DANSEN MACABRE
2041,92,GAMBIT DOPPELGANGER
2493,92,HOBGOBLIN
3637,92,MESMERO
4455,92,QUICKSILVER DOPPELGA
5312,92,SPIDER-WOMAN DOPPELG
5979,92,USAGENT DOPPELGANGER
6303,92,WOLFSBANE DOPPELGANG
735,91,BROTHERS GRIMM II/BA
1719,91,ELECTRON
2091,91,GAUNTLET
3305,91,"LYNNE, MONICA"
3357,91,MAGGOTT/JAPHETH
3472,91,"MARRS(-PAYNE), PHOEB"
4610,91,"REESE, MURRAY"
5131,91,"SIMON, ALEX FLORES"
6286,91,WITCHFIRE
359,90,BARON MORDO/KARL MOR
606,90,BLOODAXE/JACKIE LUKU
1023,90,"CHEKOV, ARTHUR ANTON"
2358,90,HARPOON
2572,90,HUNTARA/MARY ELIZABE
3371,90,"MAGRUDER, ALLIE"
3398,90,MALICE V/NAKIA
3990,90,NORTHSTAR DOPPELGANG
4011,90,NUKLO/ROBERT FRANK J
5919,90,TYPHOID MARY/MARY ME
5965,90,UNUSCIONE
57,89,AHAB/RORY CAMPBELL
405,89,BEAST DOPPELGANGER
523,89,BLACK KNIGHT IV DOPP
547,89,BLACK WIDOW DOPPELGA
862,89,CAPTAIN AMERICA DOPP
865,89,CAPTAIN AMERICA | MU
1129,89,COLOSSUS II DOPPELGA
1291,89,CYCLOPS DOPPELGANGER
1348,89,DAREDEVIL DOPPELGANG
1688,89,EEL/LEOPOLD STRYKE
2159,89,GOBLYN
2246,89,"GRIFFITH, D.W."
2345,89,HARDRIVE
2450,89,HERCULES DOPPELGANGE
2551,89,HULK DOPPELGANGER
2559,89,HUMAN TORCH DOPPELGA
2729,89,KARNAK DOPPELGANGER
2865,89,"KORVAC, MICHAEL"
3364,89,MAGNETO | MUTANT X-V
3690,89,MIRAGE
3998,89,NOVA DOPPELGANGER
4290,89,POLARIS DOPPELGANGER
4368,89,PROFESSOR X DOPPELGA
4399,89,PUCK DOPPELGANGER
4442,89,QUASAR DOPPELGANGER
4862,89,SASQUATCH DOPPELGANG
4884,89,SCALPHUNTER
5047,89,SHE-HULK DOPPELGANGE
5296,89,SPEEDBALL DOPPELGANG
5486,89,STRONG GUY DOPPELGAN
5717,89,THING DOPPELGANGER
5738,89,THOR III DOPPELGANGE
5875,89,TRITON DOPPELGANGER
6067,89,VISION DOPPELGANGER
6302,89,WOLFSBANE DOPPELGANG
6308,89,WOLVERINE DOPPELGANG
1161,88,CONTROLLER/BASIL SAN
1257,88,CRUCIBLE/BYRON CALLE
1484,88,DEVLOR
2877,88,"KRAMER, STACEY"
4237,88,PHOBIUS
5354,88,"STACY, GWEN"
5670,88,TEN FOR
5720,88,THING DOPPELGANGER I
6310,88,WOLVERINE DOPPELGANG
83,87,"ALEXANDER, CARRIE"
794,87,BUSHMASTER II/QUINCY
797,87,BUTCH
864,87,CAPTAIN AMERICA DOPP
1131,87,COLOSSUS II DOPPELGA
1324,87,DAKIMH THE ENCHANTER
2424,87,HELIO
4018,87,NURO
4053,87,OKOYE
4465,87,R'TEE
4863,87,SASQUATCH DOPPELGANG
5334,87,SPUNJE
6380,87,"YIN, ANGELA"
6451,87,ZURAS
179,86,AQUARIAN/WUNDARR
411,86,BEAUTY
1014,86,CHARM
1115,86,"COLE, WADE"
1803,86,"FAIRMONT, HANNAH"
2476,86,HINDSIGHT LAD/CARLTO
2746,86,"KATZENBERG, NICK"
2933,86,JACKAL/MILES WARREN
3713,86,MODAM
3914,86,NEKRA/ADRIENNE HATRO
3934,86,"NEWMARK, LOTUS"
4767,86,ROULETTE II/JENNY ST
4811,86,SAGITTARIUS/HARLAN V
5737,86,THOR II/ROGER RED NO
5880,86,TRUTH
91,85,"ALRAUNE, MARLENE"
399,85,"BEACH, GINGER"
400,85,"BEACH, SPIDER"
685,85,BRAINCHILD
4388,85,PSI-LORD/FRANKLIN BE
4446,85,QUEEN DIVINE JUSTICE
5053,85,SHELLSHOCK/
5502,85,"STUART, BRIG. ALYSAN"
5725,85,"THOMAS, COMMANDER DA"
5945,85,ULYSSES II
1003,84,"CHANG, DR. PHILLIP"
1158,84,CONTEMPLATOR/TATH KI
1836,84,FAYRELYTE STRONGHEAR
2593,84,HYPERION II
2885,84,KREDDICK
3209,84,LIVING MONOLITH/AHME
3345,84,MADCAP
4477,84,RADIUS/JARED CORBO
5602,84,TAI II
5946,84,UMAR
5955,84,UNICORN/MYLOS MASARY
6108,84,WALDO
6224,84,WHITEOUT
6420,84,ZCANN
116,83,ANCIENT ONE
259,83,ATALANTA
801,83,BUZZ
1614,83,DRACULA | MUTANT X-V
1673,83,DYNA-MITE/ROGER AUBR
2878,83,KRANG [ATLANTEAN]
3159,83,LETHA
3620,83,MENTOR II
4329,83,POWERSURGE/ILLARION 
4550,83,"RAVEN, LT. JACOB"
5033,83,SHATTERFIST/
5426,83,"STERMAN, ANDREA ANDI"
642,82,BOMBSHELL/
1370,82,DARLA
1722,82,ELEKTRA | MUTANT X-V
2276,82,GUARDIAN V/JAMES MAC
2448,82,HERA/AUGUSTINE JONES
3591,82,MECHAMAGE/
4931,82,SCRAMBLER
6068,82,VISION DOPPELGANGER 
501,81,BISON/BILLY KITSON
670,81,BOX/ROGER BOCHS
1692,81,EENY
1923,81,FLEX/ADRIAN CORBO
2043,81,GAMBIT | MUTANT X-VE
2930,81,JACK O'LANTERN II/MA
2999,81,JETSTREAM/HAROUD IBN
3588,81,MEANY
4042,81,OCCULT
4047,81,OGRE
4580,81,REAPER II
5466,81,STONEWALL/LOUIS HAMI
5846,81,"TRAINER, DR. SEWARD"
5987,81,VALKIN
510,80,BLACK CROW/JESSE BLA
512,80,BLACK FOX/ROBERT W. 
651,80,BOOMSLANG/
1103,80,"CODY, GARY"
2084,80,"GATOR, LORD"
2451,80,HERCULES DOPPELGANGE
3239,80,LODESTONE/ANDREA
3326,80,"MACON, ANGELO"
3396,80,MALICE III
3758,80,MOONDRAGON DOPPELGAN
3961,80,NIGHTSIDE
4040,80,OBLIVION
4292,80,POLARIS | MUTANT X-V
4404,80,PUFF ADDER
4496,80,"RAM, SIR"
6051,80,VINDICATOR II DOPPEL
289,79,AVIOS
324,79,"BALDWIN, JUSTIN"
394,79,BAYMAX
625,79,BLUE SHIELD/JOSEPH J
1499,79,"DIAMOND, BOB"
1864,79,"FIELSTEIN, FIREWORKS"
1893,79,FIRESTAR DOPPELGANGE
2514,79,HOLOCAUST
2522,79,"HOPKINS, STEVE"
2645,79,"INSHALLAH, KHALID"
3172,79,"LEWIS, DEVON"
3696,79,MISS LOCKE
4134,79,"PALERMO, VICTOR"
4229,79,PHASTOS [ETERNAL]
4440,79,QUASAR II
4983,79,SETH II
5313,79,SPIDERCIDE
5351,79,"ST. THOMAS, JULES"
5396,79,"STARK, MORGAN"
5604,79,"TAKACHIHO, HIRO"
349,78,BARBARUS
947,78,CATSEYE/SHARON SMITH
1092,78,COACHWHIP
1505,78,DIAMONDHEAD/DYKER
1693,78,EFFIGY/LT. VELMAX/JA
2092,78,GAZA
2260,78,GRONK
2625,78,IMPULSE
3025,78,"JONES, JANIS"
3101,78,"LANG, DR. STEVEN"
3300,78,LUPO
3852,78,MURMUR II/ARLETTE TR
4133,78,"PALERMO, HARRIET ROS"
4718,78,"RODGERS, MARIANNE"
5484,78,STROBE/
5887,78,"TSURAYABA, MATSUO"
186,77,ARAKI [SHI'AR]
217,77,ARMADILLO/ANTONIO RO
568,77,"BLAKE, BECKY"
644,77,BONEBREAKER/
1204,77,"COY, GENERAL NGUYEN "
1214,77,"CREED, GRAYDON"
1815,77,FAMINE/AUTUMN ROLFSO
1906,77,"FITZROY, TREVOR"
2148,77,"GLENN, HEATHER"
2220,77,GREEN GOBLIN IV/PHIL
2937,77,"JACKSON, ANDREW JOCK"
3149,77,"LELAND, HARRY"
3916,77,"NELSON, CANDACE"
4263,77,PIPER
4655,77,"RICHARDS, REED | MUT"
4712,77,ROCK PYTHON
5411,77,"STEELE, BOBBY"
2239,76,"GREY, JEAN | MUTANT "
2244,76,GRIFFIN II/JOHNNY HO
3383,76,MAJOR DOMO
3392,76,MALEKITH/MALCOLM KEI
3678,76,MINERVA [KREE]
3771,76,MORDRED THE EVIL
4711,76,ROCK/SAMUEL JOHN ROC
5506,76,STUNT-MASTER/GEORGE 
5620,76,TANA NILE
5755,76,THRENODY
5782,76,TIMBERIUS
5976,76,"URSULA, LADY"
1974,75,FOXBAT
2168,75,GOLDDIGGER
2400,75,HAWKEYE DOPPELGANGER
2468,75,HIJACKER
4919,75,SCORCHER/
5208,75,SLYDE
5470,75,STORM DOPPELGANGER I
262,74,ATLAS
518,74,BLACK KNIGHT/SIR PER
557,74,BLACKOUT/MARCUS DANI
3418,74,MANBOT/BERNIE LACHEN
4703,74,"ROBERTSON, AMANDA"
4776,74,RUBY
4899,74,SCARLET WITCH DOPPEL
5739,74,THOR III DOPPELGANGE
5930,74,U-MAN/MERRANO
6050,74,VINDICATOR II DOPPEL
6207,74,WHIPLASH II/
6423,74,"ZEDRAO, GENERAL"
906,73,CARNAGE/CLETUS KASAD
1004,73,"CHANG, IMEI"
1044,73,CHONDU
1293,73,CYCLOPS DOPPELGANGER
1694,73,EGGHEAD/PROF. ELIHAS
1765,73,"ERWIN, MORLEY"
1796,73,EXPEDITER II/ZOE CUL
1809,73,FALLEN | MUTANT X-VE
2008,73,"FUJIKAWA, RUMIKO"
2452,73,HERMES [GREEK GOD]
2882,73,KRAVEN THE HUNTER II
3124,73,LEAP-FROG/VINCENT PA
3509,73,MASTER KHAN/TYRONE K
3795,73,MOTHER NIGHT/SUSAN S
3814,73,MR. JUSTICE/TIMOTHY 
3894,73,NANNY II
4083,73,ORPHAN-MAKER/PETER
4147,73,"PARETSKY, DR. GARY"
4149,73,PARIS
4393,73,PSYCHO-MAN
4555,73,RAVONNA LEXUS RENSLA
4588,73,RECORDER II
4696,73,"RITTER, DEBORAH "
4697,73,"RITTER, DONALD"
5197,73,SLITHER
5519,73,SUGAR MAN
5561,73,SURTUR
5940,73,ULTIMUS
6230,73,"WHYTE, HARMONY (HARM"
3,72,4-D MAN/MERCURIO
830,72,CALEDONIA/ALISANDE S
1638,72,DREADKNIGHT/BRAM VEL
2232,72,GREMLIN/
2534,72,HOWARD THE DUCK
2585,72,"HUXLEY, DR. ALDA"
2692,72,"KAFKA, DR. ASHLEY"
3952,72,NIGHTCRAWLER | MUTAN
4444,72,QUASIMODO
5262,72,SOLO/
5904,72,TUSK
5913,72,"TYGER, LORD"
6265,72,"WILSON, JIM"
6434,72,"ZIMMER, ABE"
536,71,BLACK RACER/
890,71,CARDIAC/DR. ELI WIRT
1332,71,DAN-FARR
2941,71,"JACKSON, STEVE"
3052,71,JOYBOY
3760,71,MOONHUNTER/ZACK MOON
3764,71,MOONSTONE/LLOYD BLOC
4372,71,PROJECTOR/
4420,71,PURPLE MAN/ZEBEDIAH 
5057,71,"SHERIDAN, RICHARD RI"
5360,71,"STACY, PAUL"
5575,71,SWORDSMAN II/COTATI
5600,71,TAGAR
65,70,AIREO/AEOLUS [INHUMA
582,70,"BLAZE, ROXANNE SIMPS"
668,70,"BOWEN, FATHER MICHAE"
1178,70,"CORD, EDWIN"
1845,70,FER DE LANCE/TERESA
1929,70,"FLORES, JAMIE"
2453,70,HERMOD [ASGARDIAN]
2529,70,HOTSHOT/LOUIS
3207,70,LIVING LASER/ARTHUR 
3228,70,"LOCKE, DR. CASSANDRA"
3641,70,METEORITE
3985,70,"NORRISS, JACK"
4146,70,PARALYZER
4559,70,"RAYMOND, ANN"
4728,70,ROGUE | MUTANT X-VER
5568,70,"SWANN, DR. EVAN"
6315,70,WONDER MAN DOPPELGAN
6405,70,ZALADANE
28,69,"ADAMS, NICOLE NIKKI"
791,69,"BUSHKIN, BARNEY"
1036,69,CHIEF EXAMINER
1828,69,"FARREL, MIKE"
2940,69,"JACKSON, CURTISS"
2987,69,JEMIAH
3024,69,"JONES, HUGH"
3217,69,LLYRON
3254,69,LOOTER/NORTON G. FES
3413,69,MAN-SPIDER | MUTANT 
3496,69,MARVEL GIRL II/VALER
3885,69,"NALES, DET. REBECCA "
4105,69,OVERMIND/GROM
4198,69,PENANCE III
4723,69,"ROGERS, GAYLE"
4762,69,"ROTH, ARNIE"
5438,69,STILETTO
5709,69,THERAK
5796,69,TITANIUM MAN/BORIS B
6183,69,"WEIN, LEN"
67,68,AJAX
175,68,APOLLO [GREEK GOD]
260,68,ATHENA [GREEK GOD]
632,68,BODYBAG
790,68,"BUSH, GEORGE"
1039,68,CHINA DOLL
1187,68,CORRUPTOR/JACKSON DA
1309,68,D'KEN [SHI'AR]
1547,68,DOMINA
1585,68,DR. DOOM | MUTANT X-
1685,68,"EDGERTON, GAYLE"
1853,68,FERRO2
2102,68,GEMINI/JOSHUA LINK
3585,68,"MEACHUM, JOY"
3933,68,"NEWELL, DIANE ARLISS"
4684,68,RINGTOSS
4694,68,RIPTIDE
4904,68,SCATTERBRAIN
5378,68,"STAPLES, EDNA M. GRA"
5756,68,THUG
6127,68,WAR/ABRAHAM LINCOLN 
6168,68,WAXWORK
6319,68,"WOO, JIMMY"
6413,68,ZARAN/MAXIMILLIAN ZA
659,67,"BOUDREAUX, BELLA DON"
684,67,BRAIN DRAIN/WERNER S
713,67,BRIGHTSWORD/CARTER D
1966,67,FORTUNATO
2029,67,GAFF/SIDNEY E. LEVIN
2107,67,GENII/JASON KIMBALL
2169,67,GOLDEN ARCHER II/WYA
2373,67,HARVEST/CHI LO
2419,67,HECTOR II
2659,67,IRON FIST H'YLTHRI I
2700,67,"KALE, JENNIFER"
3777,67,MORGAN
4109,67,OWL/LELAND OWLSLEY
4484,67,"RAHN, TAMARA"
4663,67,"RIDER, CHARLES"
5032,67,SHATTERAX
38,66,AEGIS/TREY ROLLINS
206,66,ARIES II/GROVER RAYM
481,66,BI-BEAST II
749,66,BRUTO THE STRONGMAN/
919,66,"CARTER, JIMMY"
1121,66,"COLLINS, DEMITRIUS"
1569,66,DORMA [ATLANTEAN]
1605,66,DR. STRANGE | MUTANT
1952,66,FOOLKILLER II/GREG S
3397,66,MALICE IV
3499,66,MARVEL WOMAN | MUTAN
3632,66,MERLIN
4000,66,NOVA DOPPELGANGER II
4397,66,PSYNAPSE
4558,66,RAX
4871,66,"SATURNYNE, OPAL LUNA"
4972,66,SENYAKA
5447,66,STINGRAY | MUTANT X-
5505,66,STUNNER/ANGELINA BRA
5553,66,"SUPERIA/WENTWORTH, D"
5656,66,"TAYLOR, LEILA"
5731,66,"THOMAS, ROY"
5758,66,THUMBELLINA
5786,66,TIMESLIP/RINA PATEL
6173,66,WEAPON X II/GARRISON
6375,66,YELLOWJACKET II | MU
594,65,BLIZZARD II/DONALD G
1172,65,COPPERHEAD III/DAVIS
2713,65,"KANE, MARCY/KAINA"
2950,65,JAILBAIT/JESS
3336,65,MADAME MASQUE III
3340,65,MADAME MENACE/SUNSET
3917,65,"NELSON, DEBBIE HARRI"
4338,65,PRETTY BOY
5065,65,"SHINSKI, PROFESSOR W"
5123,65,SILVER SURFER IMPOST
5268,65,"SONDHEIM, ERICA"
5829,65,"TORK, SGT."
6202,65,"WETHERELL, MANOLI"
6312,65,WOLVERINE | MUTANT X
6322,65,WOODGOD
6377,65,YETI
428,64,"BEL-DANN, GEN."
795,64,BUSHWACKER/CARL
1054,64,"CICERO, CAESAR BIG C"
2081,64,GATECRASHER
2302,64,HAFNIUM
2426,64,HELIX/RAFAEL CARAGO
2605,64,ICEMASTER/
2656,64,IRON
3780,64,"MORLAK, MARIS"
3786,64,"MORRELL, SABRINA"
4015,64,NUMBERS
4114,64,OXBOW/
4345,64,PRIMUS
4665,64,"RIDER, ROBERT ROBBIE"
4785,64,RUNNER
5307,64,SPIDER-MAN III/MARTH
5366,64,STALLIOR
5543,64,SUNSTROKE/
5552,64,SUPERCHARGER/
6010,64,"VAZHIN, ALEXEI MIKHA"
6027,64,"VERMIN, LADY"
6366,64,YAP
126,63,"ANDERSSEN, TANYA"
2778,63,KHORYPHOS [ETERNAL]
2851,63,"KOENIG, ERIC"
4093,63,OSIRIS
4106,63,OVERRIDE/DR. GREGORY
4651,63,"RICHARDS, FRANKLIN 2"
4727,63,ROGUE DOPPELGANGER
5026,63,SHARD
5823,63,TOPAZ
5863,63,"TREVANE, DET. CONNOR"
138,62,ANGEL DOPPELGANGER
425,62,BEETLE II/LEILA DAVI
1331,62,"DAMIAN, MARGO"
1595,62,DR. OCTOPUS II/CAROL
1702,62,EITRI
1871,62,FIN FANG FOOM/MIDGAR
1878,62,FIREBRAND/GARY GILBE
1967,62,"FORTUNATO, GIACOMO J"
2651,62,INVISIBLE WOMAN DOPP
3387,62,"MAJOWSKI, SAM MOTHER"
3498,62,MARVEL GIRL DOPPELGA
3733,62,MONGOOSE
4443,62,QUASAR DOPPELGANGER 
4456,62,QUICKSILVER | MUTANT
4664,62,"RIDER, GLORIA"
5668,62,TEMPO
5991,62,VAMP
6021,62,VENUS/APHRODITE/VICT
6398,62,YUKIO
256,61,"ASTROVIK, NORMA"
479,61,BEYONDER | MUTANT X-
599,61,BLOCKBUSTER III/MICH
1438,61,DELILAH
1764,61,"ERWIN, CLYTEMNESTRA"
2088,61,GAUNT/MENDEL STROMM
2554,61,HULK | MUTANT X-VERS
2808,61,"KING, HANNIBAL/HENRY"
2863,61,KORATH THE PURSUER
3405,61,"MALUS, DR. KARL"
3779,61,"MORGAN, JERROLD JERR"
3878,61,"NAGAN, DR. ARTHUR"
4501,61,RAMBO
4538,61,"RASPUTIN, MIKHAIL"
4630,61,REPTYL
4868,61,SATANNISH
5281,61,SPACE PHANTOM
5327,61,SPOOR/ANDREW HAMISH 
5353,61,"STACY, CAPT. GEORGE"
6254,61,"WILFORD, ELISABETH B"
6429,61,ZEMO/BARON HEINRICH 
157,60,ANTHROMORPHO
168,60,APE/
355,60,BARON BLOOD/JOHN FAL
525,60,BLACK KNIGHT V STATU
543,60,BLACK TARANTULA II/C
584,60,"BLESSING, MORGANA"
819,60,CADMIUM
1100,60,"COCKRUM, DAVE"
1330,60,"DAMIAN, DR. DANIEL"
1831,60,FATH
1900,60,"FISK, VANESSA"
2350,60,HARGEN
2403,60,HAWKSHAW
2406,60,HAYWIRE/
2622,60,IMPALA/
2657,60,IRON CROSS/HELMUT GR
3078,60,"LACOSTE, RAE"
3652,60,MICROMAX/SCOTT WRIGH
3902,60,NAZE
4280,60,"PLUNDER, ADAM KYLE M"
4521,60,RANDOM II/MARSHALL E
4861,60,SASQUATCH II
6103,60,W'KABI
21,59,ACHILLES II/HELMUT
94,59,"ALVAREZ, FELIX"
332,59,BAMBI
385,59,BATTLEAXE/
565,59,BLADE
604,59,BLOOD WRAITH/SEAN DO
738,59,"BROWN, LAURA"
881,59,CAPTAIN ULTRA/GRIFFI
995,59,CHAMPION/TRYCO SLATT
1198,59,COURIER/JACOB GAVIN
1544,59,DOLLAR BILL
1573,59,DORREK [SKRULL]
1635,59,DRAX DOPPELGANGER
1734,59,EMPATH/MANUEL ALFONS
1758,59,ERG
1912,59,FLAG-SMASHER
1986,59,FREE SPIRIT/CATHY WE
1990,59,FRIDAY
2604,59,ICEMAN DOPPELGANGER
2923,59,KYLUN/COLIN MCKAY
3454,59,MARILLA [INHUMAN]
4272,59,PLAGUE
4458,59,QUILL
4896,59,SCARLET CENTURION
5122,59,SILVER SURFER DOPPEL
5227,59,"SMITH, MARTY LOUIS L"
5350,59,"ST. LAWRENCE, COL. C"
5912,59,TYGER TIGER/JESSAN H
5923,59,TYR
32,58,ADORA
240,58,ASHEMA [CELESTIAL]
273,58,AURIC/
608,58,BLOODLUST
739,58,"BROWN, MINDY MCPHERS"
1948,58,FONTANELLE/GLORIA DA
2030,58,GAIA
2268,58,GROWING MAN
2795,58,"KILLMONGER, ERIC/N'J"
2810,58,KINGO SUNEN [ETERNAL
2927,58,JACK FLAG/
3019,58,"JONES, BART"
3358,58,MAGIC
3492,58,MARVEL BOY VI
3694,58,MISS AMERICA/MADELIN
3734,58,"MONGRAIN, ALISON"
4365,58,PROFESSOR POWER/ANTH
4402,58,PUDDLEGULP
5256,58,"SOFEN, KARL AUGUST"
5257,58,"SOFEN, MARION"
5419,58,STELLARIS/LEAH PRINC
5451,58,"STOCKBRIDGE, CHARLES"
5452,58,"STOCKBRIDGE, DEANNA"
5517,58,SUB-MARINER | MUTANT
5623,58,"TANAKA, OPAL"
5794,58,TITANIA/
5814,58,TOM THUMB/THOMAS THO
484,57,BIG BERTHA/ASHLEY CR
1439,57,DELPHI
1441,57,"DELPHIS, SIR"
1829,57,FATALE/PAMELA GREENW
2065,57,GARDENER/ORD ZYONYZ 
2465,57,"HIGGINS, SAMUEL"
2471,57,HILDEGARDE [ASGARDIA
3663,57,MILAN
3924,57,NEREEL
3958,57,NIGHTINGALE/
4256,57,PINK PEARL/
4500,57,"RAMBEAU, MARIA"
5333,57,SPROCKET
5399,57,"STARR, TRIXIE TRISH"
5972,57,UROC
6450,57,"ZOTA, CARLO"
43,56,AGAMEMNON III/
76,56,ALBERT
593,56,BLIZZARD/PROF. GREGO
851,56,CANDY
996,56,"CHAMPION, IMUS"
1234,56,CRIPPLER/KARL STRIKL
1729,56,ELSIE DEE
1821,56,FANG II
1849,56,FEROCIA/
1987,56,"FREEMAN, DEREK"
2847,56,KNOCKOUT
2904,56,"KRUMA, TALIA"
3053,56,"JOYCE, SAMANTHA"
3235,56,"LOCKLIN, GENERAL MER"
3478,56,"MARTINELLI, VINCENT "
3511,56,MASTER MAN/WILHELM L
3672,56,MINDBLAST
3813,56,MR. JIP
3930,56,NEUTRON
3977,56,NOBILUS
4519,56,RANDI
4548,56,RAVEN | MUTANT X-VER
4760,56,"ROSSI, COL. MICHAEL "
5959,56,UNION JACK II/BRIAN 
6368,56,"YASHIDA, MARIKO | MU"
106,55,AMPHIBIAN/KINGLEY RI
141,55,ANGLER
762,55,BUCKY VII/RIKKI BARN
1147,55,"CONNORS, MARTHA"
1620,55,DRAGONESS
2283,55,GULLIN
2740,55,KATH
2793,55,KILLER SHRIKE/SIMON 
3148,55,LEIR
3155,55,LEONUS/LIONUS [INHUM
3546,55,"MAXWELL, DR. WILFRED"
3605,55,MELLENCAMP
3654,55,MIDGARD SERPENT
3860,55,MUTAURUS
3871,55,N'DELE
3920,55,NEOPHYTE/
4361,55,PRODIGAL/
5199,55,"SLOAN, DR."
5355,55,"STACY, GWEN (CLONE)"
5403,55,STATIC
5636,55,TARBABY
5648,55,TATSU'O
5862,55,"TREMONT, JONATHAN"
6049,55,VINDALOO/
6290,55,WIZ KID/TAKESHI MATS
59,54,AHURA
489,54,BILE/
558,54,BLACKOUT II/
827,54,CALCULUS/JAHAHAREL P
1130,54,COLOSSUS II DOPPELGA
1146,54,"CONNORS, BILLY"
1292,54,CYCLOPS DOPPELGANGER
1881,54,FIREBUG/
2382,54,HATE
2530,54,HOUND
2540,54,HRIMHARI
2560,54,HUMAN TORCH DOPPELGA
2653,54,"IONELLO, JASON"
2708,54,KAMIKAZE
3047,54,"JOSHUA, DR. SEGISMUN"
3271,54,LORELEI
3274,54,LOVE
3497,54,MARVEL GIRL DOPPELGA
3550,54,MAYHEM/DET. BRIGID O
3697,54,MISS MASS/
3987,54,"NORTH, DAKOTA"
4418,54,PUPPY
4434,54,QUAGMIRE
4772,54,"ROYCE, JENNIE"
4866,54,SATAN/MARDU KURIOS
5048,54,SHE-HULK DOPPELGANGE
5138,54,SINEW/
5469,54,STORM DOPPELGANGER
5491,54,STRONGARM/
5657,54,TECH-NOIR/
5809,54,TOLLIVER
6309,54,WOLVERINE DOPPELGANG
567,53,"BLAIRE, CARTER"
591,53,BLITZIANA
871,53,CAPTAIN HAWK
957,53,"CERA, KAY"
999,53,CHANCE II/NICHOLAS P
1069,53,"CLARK, JOHN"
1070,53,"CLARK, SARAH"
2288,53,GUNTHAR II
2675,53,"ISHIMA, DAVID"
3005,53,JINKU
3374,53,MAGUS II
3421,53,MANDRILL/HENSLEY FAR
3425,53,"MANH, COY LEONG XUI"
3426,53,"MANH, COY NGA"
3732,53,MONDO II
3999,53,NOVA DOPPELGANGER II
4590,53,RED GUARDIAN II/ALEX
4652,53,"RICHARDS, FRANKLINK "
5103,53,SIGYN
5113,53,SILVER
190,52,ARCADIUS
288,52,AVIA
934,52,"CASSADA, ROSA"
1352,52,DAREDEVIL | MUTANT X
2876,52,"KRAMER, KENNY"
3021,52,"JONES, DANIEL DANNY"
3028,52,"JONES, LORRAINE LORR"
3037,52,"JONES, TAMMY ANNE"
3128,52,"LEBEAU, JEAN-LUC"
3439,52,MANTA
3475,52,MARTHA
3540,52,MAVERICK/CHRISTOPHER
3729,52,MOLTEN MAN/MARK RAXT
3931,52,"NEVILLE, KATE"
4187,52,"PEARSON, MARCY"
4281,52,PLUNDERER/LORD EDGAR
4357,52,PRISM
4499,52,"RAMBEAU, FRANK"
4933,52,"SCRATCH, NICHOLAS"
5120,52,SILVER SCORPION/ELIS
5410,52,STEEL WIND
6350,52,X-CUTIONER/CARL DENT
314,51,"BADALAMENTE, JESUS"
722,51,"BROMWELL, DR."
872,51,CAPTAIN HIP/FRED MAC
1026,51,CHEN
1287,51,CYCLONE
1686,51,"EDGERTON, MR."
2454,51,HESCAMAR/MARNOT [ASG
2497,51,"HOCHBERG, ROGER"
2652,51,ION/
2939,51,"JACKSON, CELIA"
2981,51,"JAYE-FIRESTONE, GING"
3368,51,MAGNUS
4921,51,SCORPIO/JAKE FURY
5200,51,"SLOAN, FRED"
5259,51,SOLARR
5910,51,TWO-GUN KID
5971,51,"URICH, DORIS"
6393,51,YRDISIS
37,50,ADVERSARY
267,50,"ATOR, GENERAL"
409,50,BEAUTIFUL DREAMER
709,50,"BRICKMAN, SEN. MILES"
857,50,CAPRICORN/WILLARD WE
909,50,"CARPENTER, LARRY"
1554,50,DOMO
1632,50,"DRAKE, WILLIAM ROBER"
1691,50,EELAK
1697,50,EGO-PRIME
2122,50,GHOST GIRL II/LILLI
2140,50,GLABOO
2226,50,GREENSONG
2263,50,GROTESK
2309,50,"HALE, JONAS"
3452,50,MARGOYLE
3655,50,MIDGET
3773,50,"MOREAU, DAVID"
4410,50,PULSSUS
4614,50,REIGNFIRE/
4678,50,RINGER/ANTHONY TONY 
4743,50,ROOTAR
5573,50,"SWITZLER, BEVERLY"
5761,50,THUNDERBIRD/JOHN PRO
5924,50,TYRAK
6025,50,VERMIN/EDWARD WHELAN
6220,50,WHITE WOLF/HUNTER
6253,50,"WILFORD, BONNIE"
6257,50,WILL O' THE WISP/JAC
6439,50,ZIRCONIUM
24,49,"ADAMS, CINDY"
110,49,ANAK
169,49,APE MAN/GORDON MONK 
486,49,BIG MAN/FREDERICK FO
665,49,BOUNTY II
1031,49,CHESBRO
1282,49,CYBER
1313,49,"DA COSTA, EMMANUEL"
1435,49,"DELGADO, FATHER"
1527,49,DISCUS
1708,49,EL JAGUAR
1741,49,ENFORCER/DELAZNY
1802,49,"FAIRMONT, AMANDA MAN"
2561,49,HUMAN TORCH DOPPELGA
2680,49,ITZAMNA
2813,49,"KINGSLEY, DANIEL"
