components,rmse,mae,precision_at_10,recall_at_10,evaluated_users
20,1.052980446650321,0.8394579897619214,0.016219512195121952,0.05286168521462639,820.0
10,1.0583444245662692,0.845218979497816,0.01524390243902439,0.049682034976152624,820.0
50,1.0591209517965996,0.8451086687208876,0.017804878048780486,0.05802861685214626,820.0
5,1.0621316692401188,0.8485639617800983,0.01402439024390244,0.04570747217806041,820.0
